Index,Dataset,Representative_Subsequence_Positions,DetectTime
420,QATS-4,"[100,139],[242,358],[378,476],[630,670],[688,728],[736,860],[867,1038],[1044,1286],[1310,1395],[1408,1448],[1472,1512],[1742,1855],[1916,1956],[2088,2128],[2140,2180],[2216,2597],[2601,2641],[2669,2709],[2822,2902],[2911,3022],[3028,3088],[3090,4055],[4060,4414],[4420,4482],[4487,4562],[4568,4608],[4633,4673],[4679,5333],[5403,5443],[5459,5686],[5708,5814],[5839,5925],[5942,6089],[6102,6226],[6273,6333],[6350,6452],[6456,6536],[6579,6619],[6626,6718],[6749,6789],[6800,6866],[6929,6989],[6994,7034],[7038,7114],[7121,7580],[7625,7721],[7729,7769],[7812,7872],[8020,8108],[8128,8275],[8285,8666],[8673,8890],[8892,9027],[9037,9140],[9246,9321],[9330,9370]",11.0264
421,QATS-4,"[90,203],[257,329],[339,484],[511,596],[599,677],[681,721],[728,768],[795,815],[860,925],[937,1064],[1097,1137],[1141,1181],[1182,1250],[1309,1450],[1453,1700],[1824,1885],[1898,2314],[2318,2358],[2386,2426],[2546,2668],[2697,3017],[3018,3058],[3068,3147],[3158,3198],[3267,3307],[3321,3553],[3557,3698],[3755,3795],[3826,3866],[3868,4023],[4026,4066],[4077,4181],[4212,4307],[4430,4470],[4517,4557],[4606,5112],[5155,5195],[5265,5305],[5328,5391],[5397,5437],[5482,5522],[5575,5758],[5786,5872],[5892,5976],[6016,6056],[6063,6174],[6264,6598],[6599,6782],[6783,6880],[6881,7030],[7198,7286],[7306,7453],[7461,7775],[8127,8167]",8.7962
422,QATS-4,"[102,122],[158,180],[282,426],[453,513],[515,555],[572,912],[995,1098],[1101,1198],[1244,1312],[1330,1433],[1439,2125],[2130,2361],[2366,2694],[2712,2834],[2845,2885],[2886,3066],[3069,3408],[3418,3482],[3487,3527],[3693,3733],[3739,3779],[3807,4225],[4227,4419],[4446,4544],[4588,4676],[4754,4816],[4830,4870],[4871,4971],[4980,5040],[5053,5113],[5192,5252],[5261,5342],[5379,5624],[5628,5695],[5721,5809],[5838,5937],[5948,5988],[5993,6127],[6139,6233],[6250,6313],[6353,6399],[6412,6501],[6632,6672],[6709,6749],[6815,7211],[7212,7337],[7471,7628]",7.4262
423,QATS-4,"[91,220],[233,485],[502,749],[756,841],[843,920],[926,966],[973,1030],[1075,1140],[1149,1279],[1310,1350],[1356,1462],[1524,1665],[1668,1915],[2039,2079],[2083,2123],[2131,2171],[2225,2265],[2272,2312],[2362,2452],[2520,2560],[2605,2645],[2653,2673],[2733,2827],[2837,2902],[2905,2945],[2949,3121],[3133,3193],[3198,3238],[3269,3310],[3320,3655],[3661,3905],[3916,4149],[4154,4194],[4324,4404],[4442,4651],[4677,4857],[4906,4946],[4959,5019],[5031,5139],[5158,5198],[5206,5246],[5258,5298],[5309,5427],[5434,5623],[5641,5681],[5688,5728],[5735,5836],[5981,6304],[6323,6383],[6448,6580],[6666,6903],[6912,6952],[6960,7095],[7126,7217],[7229,7269],[7313,7400],[7469,7509],[7700,7740],[7744,7943],[7957,7997],[7998,8297],[8348,8542]",9.3384
424,QATS-4,"[80,180],[191,231],[235,923],[945,1065],[1070,1150],[1217,1284],[1301,1341],[1367,1495],[1618,1678],[1788,1988],[1995,2182],[2520,2560],[2562,2622],[2626,2762],[2816,2959],[2980,3124],[3137,3177],[3219,3326],[3332,3372],[3397,3437],[3448,3488],[3524,3905],[3909,3949],[3977,4017],[4145,4213],[4258,4391],[4442,4612],[4629,4771],[4798,4900],[4914,5036],[5064,5302],[5304,5443],[5448,5870],[5905,6029],[6090,6476],[6520,6591],[6595,6745],[6763,6803],[6810,6850],[6893,6933],[6950,6990],[6999,7149],[7153,7339],[7347,7454],[7462,7502],[7515,7592],[7625,7665],[7672,7747],[7766,7827],[7837,7953],[7977,8055],[8132,8194],[8213,8253],[8260,8440],[8583,8623],[8627,8687],[8692,8808],[8823,8887],[8932,8972],[9011,9057],[9120,9206],[9217,9347],[9369,9432],[9485,9525],[9588,9705],[9707,9834],[9846,9924],[9977,10017],[10044,10084],[10116,10156],[10195,10235],[10473,10513],[10515,10555]",13.57
425,QATS-4,"[80,177],[191,231],[235,490],[495,666],[672,923],[944,984],[1083,1123],[1125,1344],[1356,1486],[1614,1654],[1685,1785],[1790,1870],[1937,2004],[2021,2061],[2087,2418],[2428,2468],[2515,2555],[2570,2630],[2657,2741],[2794,2985],[3082,3122],[3130,3170],[3175,3249],[3290,3330],[3361,3401],[3458,3912],[3925,3998],[4070,4149],[4169,4209],[4210,4250],[4271,4602],[4641,4913],[4958,5032],[5038,5136],[5147,5319],[5329,5499],[5527,5683],[5691,5836],[5845,5885],[5910,5950],[5971,6011],[6039,6079],[6116,6275],[6282,6354],[6360,6424],[6432,6472],[6481,6551],[6638,6704],[6714,6754],[6764,6804],[6818,7088],[7110,7150],[7155,7217],[7243,7327],[7344,7491],[7514,7654],[7658,7722],[7754,7860],[7901,7941],[7951,8083],[8085,8221],[8222,8262],[8264,8304],[8346,8488],[8498,8538]",9.2445
426,QATS-4,"[80,177],[191,231],[235,490],[495,666],[672,923],[944,984],[1002,1075],[1095,1205],[1206,1354],[1358,1398],[1406,1446],[1451,1491],[1509,1574],[1583,1713],[1744,1814],[1826,1899],[1954,1994],[1997,2099],[2102,2349],[2473,2534],[2547,2963],[2967,3007],[3035,3075],[3192,3232],[3278,3341],[3346,3406],[3411,3491],[3501,3590],[3610,3957],[3961,4201],[4212,4252],[4279,4319],[4393,4522],[4525,4645],[4664,4816],[4954,5016],[5030,5584],[5601,5748],[5791,5856],[5872,5957],[5969,6032],[6053,6093],[6118,6244],[6250,6315],[6342,6485],[6513,6553],[6562,6719],[6720,6760],[6792,6856],[6864,6904],[6929,7015],[7031,7145],[7156,7196],[7202,7242],[7258,7323],[7347,7441],[7447,7543],[7548,7620],[7630,7709],[7840,7880],[7917,7957],[8006,8273],[8276,8512],[8696,8736],[8761,9159],[9188,9228],[9232,9272],[9307,9347],[9356,9396],[9435,9475],[9569,9609],[9628,9883],[9891,9995],[9999,10125],[10525,10598]",14.0833
427,QATS-4,"[100,141],[242,282],[312,366],[383,495],[500,671],[685,795],[811,851],[886,956],[977,1017],[1024,1236],[1265,1325],[1333,1543],[1568,1661],[1705,1787],[1793,2170],[2171,2255],[2263,2372],[2465,2846],[2850,2890],[2918,2958],[3071,3151],[3203,3243],[3292,3332],[3349,3483],[3487,3557],[3593,3690],[3698,3738],[3750,3845],[3856,3923],[3940,3980],[4007,4047],[4067,4107],[4115,4155],[4167,4207],[4218,4288],[4296,4336],[4362,4402],[4413,4750],[4765,4805],[4810,4871],[4913,4984],[4991,5146],[5185,5285],[5301,5382],[5435,5564],[5580,5640],[5659,5739],[5769,5809],[5818,5858],[5865,5905],[5914,5954],[5970,6010],[6031,6093],[6105,6193],[6198,6358],[6375,6436],[6513,6553],[6554,6594],[6603,6675],[6680,6754],[6763,6950],[6954,7047],[7513,7553]",7.5647
428,QATS-4,"[100,120],[248,288],[291,366],[387,427],[428,449],[461,481],[519,708],[710,810],[811,894],[901,1116],[1183,1223],[1274,1512],[1518,1739],[1740,1780],[1856,1896],[1898,2004],[2038,2171],[2236,2276],[2288,2551],[2578,2716],[2765,2913],[2926,3229],[3231,3271],[3332,3405],[3441,3588],[3593,3673],[3683,3748],[3751,3791],[3794,3957],[4044,4084],[4099,4139],[4162,4434],[4441,4520],[4560,4622],[4667,4836],[4850,5087],[5118,5182],[5208,5474],[5497,5570],[5572,5705],[5740,5780],[5786,5826],[5858,5898],[5907,5982],[5999,6060],[6070,6110],[6111,6151],[6161,6235],[6248,6288],[6334,6475],[6493,6570],[6600,6660],[6696,6736],[6755,6851],[6875,6915],[6941,7019],[7032,7295],[7320,7414],[7438,7617],[7640,7680],[7698,7738],[7753,7938]",8.6096
429,QATS-4,"[112,132],[176,254],[262,282],[436,496],[623,686],[752,792],[795,888],[892,932],[959,1063],[1101,1141],[1150,1436],[1440,1529],[1560,1621],[1632,1698],[1702,1762],[1767,1847],[1857,1922],[1927,2137],[2138,2233],[2244,2397],[2423,2463],[2489,2529],[2557,2729],[2741,2801],[2806,2846],[2858,2919],[2928,2982],[2999,3039],[3054,3094],[3113,3153],[3191,3353],[3634,3763],[3849,3960],[4001,4041],[4042,4362],[4364,4425],[4469,4509],[4569,4892],[4911,4971],[5038,5078],[5095,5184],[5206,5333],[5463,5503],[5540,5580],[5629,5896],[5899,6135],[6312,6590],[6598,6638],[6646,6730],[6742,6782],[6843,6903],[6920,7010],[7020,7060],[7081,7121],[7150,7190],[7261,7301],[7308,7391],[7579,7619],[7621,7661]",7.5019
430,QATS-4,"[104,124],[203,306],[352,392],[414,548],[556,596],[615,680],[692,819],[850,920],[932,1002],[1064,1205],[1208,1455],[1579,1619],[1658,1960],[1971,2123],[2133,2212],[2285,2325],[2336,2376],[2422,2555],[2606,2715],[2737,2777],[2812,3023],[3036,3076],[3106,3290],[3301,3460],[3461,3501],[3508,3635],[3659,3721],[3741,3781],[3782,3903],[3992,4053],[4061,4101],[4108,4208],[4217,4277],[4290,4350],[4429,4489],[4510,4550],[4552,4592],[4599,4639],[4660,4720],[4731,4771],[4780,4855],[4870,4910],[4952,5095],[5102,5358],[5360,5400],[5404,5614],[5615,5725],[5766,5806],[5868,6263],[6265,6397]",5.3612
431,QATS-4,"[100,139],[242,358],[378,476],[630,670],[688,834],[856,1099],[1101,1166],[1182,1305],[1336,1376],[1379,1488],[1546,1586],[1589,1691],[1694,1941],[2065,2106],[2109,2212],[2235,2275],[2298,2338],[2357,2519],[2546,2586],[2593,2633],[2678,2811],[2862,2966],[2992,3032],[3049,3191],[3216,3316],[3343,3404],[3405,3445],[3459,3499],[3533,3730],[3750,3913],[3929,4091],[4120,4190],[4217,4332],[4379,4419],[4432,4555],[4564,4604],[4610,4650],[4673,4737],[4738,4829],[4855,4991],[5003,5099],[5117,5404],[5471,5511],[5532,5602],[5647,5743],[5747,5851],[5859,5986],[5992,6032],[6039,6079],[6171,6211],[6254,6473],[6493,6580],[6582,6622],[6646,6714],[6773,6813],[6827,6887],[6892,6932],[6939,6979],[7058,7098],[7164,7483],[7502,7562],[7596,7686],[7736,7776],[7792,7852],[7874,7958],[7967,8121],[8161,8201],[8252,8388],[8450,8627],[8637,8773],[8787,8847],[8855,8996],[8998,9062],[9074,9252],[9282,9374],[9401,9481],[9501,9565],[9568,9682],[9733,9939],[9954,10122],[10147,10212],[10228,10268],[10270,10310],[10321,10382],[10471,10511],[10567,10764],[10784,10824],[10825,11043],[11047,11157],[11582,11644]",17.0064
432,QATS-4,"[100,139],[242,358],[378,476],[630,670],[688,728],[743,855],[861,901],[915,955],[1005,1074],[1084,1124],[1131,1201],[1239,1279],[1304,1526],[1610,1650],[1678,1762],[1815,2006],[2103,2143],[2151,2191],[2196,2236],[2311,2351],[2366,2431],[2440,2570],[2601,2641],[2644,2687],[2688,2809],[2811,2851],[2854,3036],[3039,3206],[3331,3818],[3823,4284],[4289,4617],[4635,4791],[4797,4933],[4934,5126],[5140,5270],[5282,5388],[5595,5716],[5722,5834],[5838,5910],[5916,5956],[6004,6044],[6081,6121],[6130,6201],[6236,6276],[6306,6465],[6472,6544],[6553,6614],[6622,6662],[6671,6741],[6827,6867],[6869,7028],[7029,7163],[7179,7252],[7258,7298],[7323,7493],[7512,7618],[7633,7736],[7742,7853],[7863,8000],[8001,8117],[8132,8196],[8241,8281],[8317,8397],[8459,8545],[8556,8686],[8708,8771],[8826,8866],[8927,9044],[9046,9173],[9185,9263],[9296,9356],[9435,9757],[9841,9881]",11.8077
433,QATS-4,"[100,120],[248,288],[291,366],[387,593],[619,659],[666,706],[709,749],[751,791],[884,973],[991,1165],[1194,1366],[1375,1415],[1429,1469],[1481,1544],[1553,1573],[1620,1704],[1748,1812],[1814,1948],[2045,2085],[2093,2133],[2138,2178],[2257,2297],[2343,2413],[2414,2558],[2618,2658],[2670,2710],[2746,3127],[3131,3171],[3199,3239],[3361,3463],[3468,3539],[3562,3602],[3603,3643],[3672,3712],[3731,3912],[4026,4066],[4082,4330],[4343,4383],[4461,4501],[4506,4643],[4646,4686],[4697,4823],[4854,5121],[5133,5204],[5248,5435],[5461,5641],[5690,5730],[5846,5909],[5958,6219],[6240,6555],[6567,6607],[6608,6749],[6751,6928],[6948,6988],[6989,7029],[7055,7095],[7106,7146],[7160,7274],[7304,7421],[7433,7473],[7510,7635],[7640,7680],[7715,7776],[7787,7946],[7968,8107],[8110,8224],[8305,8391],[8402,8442],[8447,8487],[8492,8532],[8554,8617],[8672,8712],[8773,8890],[8892,9019],[9031,9109],[9162,9202],[9229,9269],[9375,9458],[9610,9650],[9658,9698],[9700,9740]",11.7401
434,QATS-4,"[80,177],[191,231],[235,666],[677,923],[945,985],[987,1065],[1070,1150],[1217,1284],[1301,1341],[1367,1593],[1605,1679],[1686,1781],[1845,1999],[2019,2973],[2978,3306],[3324,3481],[3494,3646],[3659,3699],[3702,3768],[3769,4277],[4281,4349],[4367,4407],[4410,4450],[4578,4618],[4628,4668],[4742,4835],[4879,4919],[4929,5009],[5043,5083],[5096,5264],[5268,5694],[5735,5775],[5776,6096],[6130,6201],[6226,6322],[6346,6386],[6412,6490],[6497,6603],[6608,6676],[6678,6766],[6791,6906],[6909,7038],[7049,7089],[7112,7227],[7256,7368],[7462,7658],[7667,7844],[7845,8037],[8038,8153],[8160,8200],[8372,8460],[8480,8627],[8637,9328],[9350,9492],[9605,9645],[9669,9709],[9718,9911],[9962,10022],[10092,10178],[10182,10244],[10257,10324],[10341,10449],[10453,10493],[10551,10591]",14.399
435,QATS-4,"[102,122],[204,340],[386,427],[476,516],[536,874],[953,1001],[1064,1263],[1273,1368],[1378,1507],[1547,1601],[1616,1681],[1690,1820],[1851,1921],[1938,1978],[1982,2059],[2061,2101],[2104,2206],[2209,2456],[2580,2651],[2654,3070],[3074,3114],[3142,3182],[3297,3337],[3350,3390],[3405,3509],[3517,3670],[3703,3783],[3823,3863],[3899,4042],[4057,4136],[4139,4179],[4182,4259],[4349,4410],[4423,4566],[4574,4634],[4641,4826],[4886,5115],[5154,5194],[5195,5515],[5517,5557],[5627,5667],[5726,6044],[6188,6231],[6248,6288],[6483,6523],[6572,6839],[6842,7078],[7237,7332],[7333,7453],[7460,7531],[7541,7711],[7717,7936],[7960,8115],[8124,8164],[8226,8266],[8268,8308],[8320,8514],[8559,8630],[8631,9000]",10.4172
436,QATS-4,"[122,162],[174,214],[225,265],[289,380],[456,548],[566,727],[769,861],[864,928],[950,990],[1004,1044],[1057,1144],[1163,1223],[1228,1268],[1318,1358],[1362,1402],[1427,1513],[1541,1603],[1612,2330],[2335,2566],[2571,3061],[3077,3151],[3162,3260],[3317,3578],[3589,3668],[3687,3727],[3729,3769],[3786,3893],[3906,3966],[4076,4116],[4132,4477],[4492,4553],[4611,4651],[4685,4725],[4737,4856],[4878,5005],[5012,5052],[5145,5197],[5224,5320],[5328,5473],[5482,5522],[5525,5590],[5648,5709],[5714,5841],[5858,6083],[6096,6136],[6149,6209],[6221,6261],[6268,6463],[6519,6559],[6603,6669],[6706,6746],[6757,6797],[6800,6840],[6849,6928],[7059,7099],[7136,7176],[7225,7731],[7890,7930],[7951,8035],[8054,8146],[8155,8195],[8206,8435],[8444,8531]",9.6917
437,QATS-4,"[104,124],[188,228],[231,306],[326,366],[534,574],[711,889],[897,1060],[1421,1461],[1539,1627],[1654,1694],[1700,1799],[1819,1958],[1988,2153],[2173,2213],[2264,2348],[2401,2592],[2689,2729],[2737,2777],[2782,2856],[2897,2987],[3017,3232],[3306,3411],[3458,3498],[3517,3557],[3567,3683],[3690,3944],[3984,4054],[4182,4222],[4227,4267],[4277,4372],[4373,4558],[4568,4630],[4635,4675],[4698,4797],[4813,4853],[4863,4903],[4919,5046],[5047,5201],[5226,5314],[5343,5493],[5498,5595],[5596,5636],[5641,5818],[5825,5886],[5889,5998],[6022,6062],[6088,6128],[6141,6352],[6354,6442],[6467,6582],[6585,6752],[6885,6925],[6972,7012],[7061,7328],[7331,7567],[7725,7901],[7916,7980],[8025,8065],[8071,8153],[8154,8194],[8199,8263],[8267,8330],[8386,8472],[8473,8577],[8620,8660]",9.5687
438,QATS-4,"[80,177],[191,231],[235,490],[495,666],[672,923],[944,984],[1038,1133],[1142,1257],[1289,1354],[1360,1400],[1403,1570],[1580,1712],[1717,1757],[1769,1856],[1878,1918],[1955,2069],[2074,2230],[2231,2291],[2300,2452],[2454,2527],[2554,2594],[2599,2659],[2673,2825],[2838,2999],[3014,3054],[3058,3098],[3132,3172],[3180,3452],[3615,3655],[3689,3729],[3732,3797],[3834,3988],[4000,4074],[4078,4142],[4150,4190],[4199,4269],[4357,4397],[4619,4714],[4767,5098],[5102,5142],[5162,5202],[5203,5507],[5632,5692],[5732,5793],[5796,5880],[5941,6010],[6016,6112],[6127,6167],[6518,6593],[6625,6665],[6675,6806],[6914,6954],[6977,7017],[7099,7159],[7251,7291],[7292,7353],[7356,7396]",6.96
439,QATS-4,"[80,505],[509,558],[571,813],[871,911],[958,1042],[1086,1150],[1152,1286],[1383,1423],[1431,1471],[1476,1516],[1595,1721],[1722,1742],[1773,1813],[1827,1867],[2039,2079],[2098,2236],[2396,2436],[2443,2483],[2495,2535],[2571,2952],[2956,2996],[3024,3064],[3186,3260],[3305,3438],[3489,3593],[3619,3659],[3676,3818],[3843,4013],[4020,4060],[4065,4125],[4130,4210],[4220,4309],[4334,4447],[4452,4735],[4742,5083],[5109,5182],[5209,5296],[5377,5695],[5696,5789],[5816,5876],[5877,5917],[5928,5969],[6000,6103],[6105,6246],[6251,6598],[6614,6654],[6658,6746],[6841,6882],[6907,7115],[7132,7321],[7370,7410],[7540,7660],[7664,7739],[7785,7829],[7835,7875],[7919,7997],[8003,8072],[8086,8195],[8202,8302],[8311,8444],[8522,8562],[8565,8705],[8719,8879],[8891,8931],[8932,9074],[9075,9252],[9273,9429],[9444,9508],[9553,9593],[9619,9680],[9687,9727],[9782,9975],[10035,10075],[10156,10242],[10246,10308],[10321,10388],[10405,10471],[10520,10560],[10614,10674]",14.6795
440,QATS-4,"[80,177],[191,231],[235,490],[495,666],[672,923],[944,984],[991,1031],[1034,1074],[1095,1560],[1725,1765],[1878,1992],[2029,2145],[2166,2206],[2230,2391],[2399,2497],[2542,2582],[2588,2628],[2644,2734],[2739,2799],[2804,2884],[2894,2983],[3009,3070],[3071,3165],[3175,3235],[3265,3396],[3409,3579],[3591,3651],[3656,3696],[3705,3745],[3796,3836],[3885,3970],[4042,4082],[4113,4153],[4157,4197],[4231,4271],[4279,4551],[4710,4750],[4755,4823],[4827,4924],[4945,4985],[5016,5091],[5108,5278],[5337,5377],[5384,5476],[5496,5536],[5537,5630],[5644,5684],[5687,5752],[5781,5922],[5941,6008],[6047,6107],[6117,6157],[6159,6233],[6236,6276],[6285,6345],[6349,6461],[6469,6559],[6602,6700],[6713,6753],[6758,6855],[6859,6899],[6904,6998],[7004,7094],[7098,7177],[7178,7314],[7343,7482],[7543,7720],[7752,7815],[7831,7986],[8005,8230],[8232,8272],[8336,8529],[8581,8621],[8633,8673],[8725,8765],[8767,8807],[8817,8881],[8922,8962],[9000,9040],[9078,9118],[9144,9357]",11.3062
441,QATS-4,"[129,162],[174,214],[233,273],[289,366],[464,504],[506,677],[685,725],[742,867],[995,1035],[1053,1093],[1299,1359],[1491,1669],[1676,1858],[2201,2241],[2261,2371],[2386,2451],[2460,2590],[2621,2661],[2667,2707],[2708,2829],[2831,2871],[2874,3056],[3059,3226],[3351,3418],[3463,3596],[3647,3845],[3853,4064],[4077,4117],[4132,4311],[4344,4453],[4499,4764],[4784,4859],[4860,5122],[5123,5195],[5208,5248],[5249,5408],[5409,5449],[5456,5545],[5559,5638],[5685,5745],[5746,5934],[6157,6197],[6246,6513],[6516,6783],[6795,6835],[6917,6957],[6961,7108],[7134,7174],[7220,7260],[7321,7532],[7533,7716],[7717,7814],[7815,7979],[8047,8133],[8137,8199],[8212,8279],[8296,8364],[8408,8448],[8506,8546]",9.6819
442,QATS-4,"[80,177],[191,231],[235,490],[495,666],[677,923],[944,984],[1045,1085],[1093,1133],[1147,1261],[1264,1353],[1413,1453],[1473,1513],[1521,1561],[1599,1639],[1661,1701],[1719,1903],[1929,1997],[2042,2175],[2226,2330],[2357,2397],[2432,2669],[2707,2768],[2769,2809],[2823,2863],[2897,3097],[3113,3277],[3292,3414],[3416,3456],[3479,3715],[3746,3786],[3811,3851],[3855,3895],[3929,3969],[3977,4249],[4408,4448],[4449,4620],[4635,4751],[4781,4821],[4843,4883],[4895,4986],[5109,5149],[5185,5225],[5226,5637],[5663,5703],[5704,5989],[5990,6149],[6150,6190],[6203,6287],[6302,6366],[6410,6620],[6622,7072],[7117,7157],[7187,7543],[7705,7745],[7752,7792],[7795,7835],[7854,7914],[7964,8004],[8026,8118],[8123,8213],[8215,8282],[8294,8498],[8502,8722],[8765,8833],[8849,8950],[9001,9416],[9419,9480],[9504,9544],[9556,9672],[9687,9751],[9796,9836],[9881,9921],[9948,9988],[10099,10167],[10377,10417],[10419,10459]",13.379
443,QATS-4,"[97,159],[217,300],[317,357],[373,481],[514,554],[588,672],[716,780],[782,916],[1013,1053],[1061,1101],[1106,1146],[1240,1311],[1335,1375],[1382,1422],[1467,1507],[1605,1718],[1838,1878],[1951,1991],[2003,2043],[2079,2460],[2464,2504],[2532,2572],[2701,2841],[2854,2931],[2936,2976],[3000,3040],[3057,4019],[4024,4514],[4526,4566],[4579,4619],[4621,4713],[4751,4791],[4808,4974],[5003,5043],[5049,5109],[5135,5285],[5291,5331],[5335,5375],[5409,5449],[5460,5613],[5629,5729],[5789,5829],[5898,5987],[6011,6071],[6078,6287],[6301,6478],[6496,6536],[6541,6603],[6616,6715],[6722,6877],[6924,6964],[6975,7110],[7154,7194],[7196,7272],[7294,7371],[7372,7575],[7592,7632],[7643,7683],[7723,7929],[7935,8063],[8080,8150],[8175,8215],[8225,8265],[8268,8308],[8317,8357],[8390,8430],[8486,8526],[8544,8745],[8768,8880],[8885,8991],[9021,9172],[9177,9314],[9323,9418],[9423,9489],[9498,9538],[9751,9791],[9840,10425],[10441,11138],[11171,11231],[11266,11392],[11396,11517]",16.1284
444,QATS-4,"[100,139],[242,358],[378,476],[630,670],[688,728],[764,948],[951,1026],[1046,1272],[1288,1351],[1355,1435],[1438,1511],[1529,1804],[1887,1927],[1930,2107],[2126,2533],[2596,2636],[2648,2785],[2788,2888],[2964,3004],[3012,3080],[3095,3160],[3169,3299],[3330,3485],[3540,3580],[3583,3765],[3768,3935],[4060,4120],[4133,4657],[4659,4699],[4769,4809],[4849,4930],[5024,5085],[5152,5306],[5308,5348],[5359,5399],[5433,5658],[5695,5789],[5795,6032],[6070,6110],[6150,6223],[6225,6522],[6528,6637],[6645,6685],[6722,6762],[6824,6917],[6920,7047],[7075,7153],[7173,7213],[7230,7327],[7344,7384],[7409,7866],[7868,7964],[7965,8093],[8147,8224],[8230,8270],[8314,8542],[8553,8614]",9.4168
445,QATS-4,"[97,159],[217,300],[317,357],[373,572],[583,667],[678,787],[795,835],[885,954],[959,1072],[1119,1159],[1184,1406],[1472,1512],[1514,1623],[1650,1734],[1787,1978],[2075,2115],[2123,2163],[2168,2208],[2283,2323],[2338,2403],[2412,2542],[2573,2644],[2655,2725],[2783,2823],[2826,3008],[3011,3178],[3302,3342],[3346,3449],[3474,3514],[3545,3616],[3623,3772],[3783,3823],[3861,3901],[3904,4073],[4084,4244],[4253,4317],[4322,4362],[4371,4444],[4478,4563],[4603,4841],[4860,4900],[4919,4959],[5027,5214],[5240,5420],[5469,5509],[5524,5564],[5630,5670],[5721,5761],[5769,5809],[5821,5861],[5872,5990],[5997,6037],[6054,6094],[6095,6321],[6327,6367],[6433,6674],[6685,6725],[6730,6798],[6806,6866],[6874,6914],[6920,7012],[7020,7149],[7164,7343],[7360,7436],[7440,7523],[7530,7710],[7877,7917],[7938,8106],[8119,8509],[8534,8599],[8623,8772]",9.6277
